"OTU_ID","SRR31057139","SRR31057132","SRR31057133","SRR31057134","SRR31057135","SRR31057137","SRR31057138"
"Sylviidae_Sylvia_atricapilla-otu-47-225",0,0,280,0,0,0,0
"Turdidae_unknown_unknown-otu-22-2590",0,0,653,1,0,193,0
"unknown_unknown_unknown-otu-104-20",0,0,0,21,0,0,0
"unknown_unknown_unknown-otu-107-19",0,6,1,0,4,0,1
"unknown_unknown_unknown-otu-108-18",0,0,0,0,0,0,1
"unknown_unknown_unknown-otu-111-15",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-112-14",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-116-14",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-117-13",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-119-13",0,0,15,0,0,0,0
"unknown_unknown_unknown-otu-120-12",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-16-4465",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-24-2129",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-25-1971",0,0,6,0,0,0,0
"unknown_unknown_unknown-otu-26-1415",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-28-1058",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-38-396",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-44-302",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-51-178",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-54-164",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-55-160",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-60-126",0,0,0,0,2,0,0
"unknown_unknown_unknown-otu-61-122",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-62-117",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-63-111",0,0,0,0,0,0,6
"unknown_unknown_unknown-otu-64-109",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-65-100",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-67-96",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-68-96",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-76-64",0,0,2,0,73,0,0
"unknown_unknown_unknown-otu-77-64",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-81-47",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-86-38",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-87-37",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-90-33",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-92-32",0,0,0,0,0,0,0
"unknown_unknown_unknown-otu-95-26",0,0,0,0,0,0,0
"Ursidae_Helarctos_unknown-otu-53-165",0,0,0,0,0,0,0
"Ursidae_unknown_unknown-otu-101-21",0,0,0,0,0,0,0
"Ursidae_Ursus_unknown-otu-9-60874",0,0,0,0,0,0,1
